date_date,Product_ID,Count of purchase
1/12/2012,P00032642,5
1/12/2012,P00032742,2
1/12/2012,P00032842,64
1/12/2012,P00032942,20
1/12/2012,P00033042,45
1/12/2012,P00033142,10
1/12/2012,P00033242,2
1/12/2012,P00033342,28
1/12/2012,P00033442,4
1/12/2012,P00033542,60
1/12/2012,P00033642,45
1/12/2012,P00033742,12
1/12/2012,P00033842,2
1/12/2012,P00033942,32
1/12/2012,P00034042,69
1/12/2012,P00034142,53
1/12/2012,P00034242,28
1/12/2012,P00034342,12
1/12/2012,P00034442,52
1/12/2012,P00034542,8
1/12/2012,P00034642,12
1/12/2012,P00034742,159
1/12/2012,P00034842,91
1/12/2012,P00034942,10
1/12/2012,P00035042,2
1/12/2012,P00035142,8
1/12/2012,P00035242,14
1/12/2012,P00035342,17
1/12/2012,P00035442,3
1/12/2012,P00035542,69
1/12/2012,P00035642,8
1/12/2012,P00035742,22
1/12/2012,P00035842,65
1/12/2012,P00035942,66
1/12/2012,P00036042,1
1/12/2012,P00036142,40
1/12/2012,P00036242,16
1/12/2012,P00036342,28
1/12/2012,P00036442,23
1/12/2012,P00036542,10
1/12/2012,P00036742,27
1/12/2012,P00036842,117
1/12/2012,P00036942,13
1/12/2012,P00037042,26
1/12/2012,P00037142,106
1/12/2012,P00037242,9
1/12/2012,P00037342,17
1/12/2012,P00037442,24
1/12/2012,P00037542,4
1/12/2012,P00037742,4
1/12/2012,P00037842,13
1/12/2012,P00037942,5
1/12/2012,P00038042,2
1/12/2012,P00038142,2
1/12/2012,P00038242,2
1/12/2012,P00038342,1
1/12/2012,P00038442,7
1/12/2012,P00038542,2
1/12/2012,P00038642,1
1/12/2012,P00039242,18
1/12/2012,P00039342,2
1/12/2012,P00039442,23
1/12/2012,P00039542,3
1/12/2012,P00039642,2
1/12/2012,P00039742,33
1/12/2012,P00039942,21
1/12/2012,P00040042,16
1/12/2012,P00040142,5
1/12/2012,P00040242,13
1/12/2012,P00040342,5
1/12/2012,P00040442,17
1/12/2012,P00040542,2
1/12/2012,P00040642,10
1/12/2012,P00040742,28
1/12/2012,P00040842,4
1/12/2012,P00040942,8
1/12/2012,P00041042,24
1/12/2012,P00041142,12
1/12/2012,P00041242,8
1/12/2012,P00041342,25
1/12/2012,P00041442,19
1/12/2012,P00041542,23
1/12/2012,P00041642,9
1/12/2012,P00041742,3
1/12/2012,P00041842,23
1/12/2012,P00041942,31
1/12/2012,P00042042,2
1/12/2012,P00042142,44
1/12/2012,P00042242,39
1/12/2012,P00042342,8
1/12/2012,P00042442,4
1/12/2012,P00042542,11
1/12/2012,P00042742,75
1/12/2012,P00042842,52
1/12/2012,P00042942,40
1/12/2012,P00043042,2
1/12/2012,P00043142,9
1/12/2012,P00043242,5
1/12/2012,P00043342,15
1/12/2012,P00043442,1
1/12/2012,P00043542,24
1/12/2012,P00043642,4
1/12/2012,P00043742,16
1/12/2012,P00043842,10
1/12/2012,P00043942,2
1/12/2012,P00044042,8
1/12/2012,P00044142,69
1/12/2012,P00044242,13
1/12/2012,P00044342,8
1/12/2012,P00044442,150
1/12/2012,P00044542,3
1/12/2012,P00044642,10
1/12/2012,P00044742,1
1/12/2012,P00044842,4
1/12/2012,P00045042,3
1/12/2012,P00045142,16
1/12/2012,P00045242,10
1/12/2012,P00045342,46
1/12/2012,P00045442,6
1/12/2012,P00045542,42
1/12/2012,P00045642,5
1/12/2012,P00045742,5
1/12/2012,P00045842,43
1/12/2012,P00045942,3
1/12/2012,P00046042,8
1/12/2012,P00046142,68
1/12/2012,P00046242,19
1/12/2012,P00046342,3
1/12/2012,P00046442,10
1/12/2012,P00046542,4
1/12/2012,P00046642,20
1/12/2012,P00046742,177
1/12/2012,P00046842,25
1/12/2012,P00046942,12
1/12/2012,P00047042,7
1/12/2012,P00047142,2
1/12/2012,P00047242,27
1/12/2012,P00047342,2
1/12/2012,P00047442,2
1/12/2012,P00047542,5
1/12/2012,P00047642,6
1/12/2012,P00047742,9
1/12/2012,P00047842,20
1/12/2012,P00047942,22
1/12/2012,P00048042,18
1/12/2012,P00048142,22
1/12/2012,P00048242,7
1/12/2012,P00048342,2
1/12/2012,P00048442,46
1/12/2012,P00048542,5
1/12/2012,P00048642,4
1/12/2012,P00048742,69
1/12/2012,P00048842,10
1/12/2012,P00048942,13
1/12/2012,P00049042,2
1/12/2012,P00049142,15
1/12/2012,P00049242,5
1/12/2012,P00049342,12
1/12/2012,P00049442,19
1/12/2012,P00049542,44
1/12/2012,P00049642,44
1/12/2012,P00049742,3
1/12/2012,P00049842,9
1/12/2012,P00049942,14
1/12/2012,P00050042,6
1/12/2012,P00050142,28
1/12/2012,P00050242,35
1/12/2012,P00050342,23
1/12/2012,P00050442,36
1/12/2012,P00050542,15
1/12/2012,P00050642,11
1/12/2012,P00050742,27
1/12/2012,P00050842,5
1/12/2012,P00050942,8
1/12/2012,P00051042,5
1/12/2012,P00051142,40
1/12/2012,P00051242,2
1/12/2012,P00051442,189
1/12/2012,P00051542,5
1/12/2012,P00051642,64
1/12/2012,P00051842,28
1/12/2012,P00051942,33
1/12/2012,P00052042,16
1/12/2012,P00052142,18
1/12/2012,P00052242,25
1/12/2012,P00052342,5
1/12/2012,P00052442,11
1/12/2012,P00052542,32
1/12/2012,P00052642,78
1/12/2012,P00052742,12
1/12/2012,P00052842,120
1/12/2012,P00052942,17
1/12/2012,P00053042,45
1/12/2012,P00053142,6
1/12/2012,P00053342,33
1/12/2012,P00053442,7
1/12/2012,P00053542,10
1/12/2012,P00053642,14
1/12/2012,P00053742,8
1/12/2012,P00053842,70
1/12/2012,P00053942,42
1/12/2012,P00054042,36
1/12/2012,P00054142,2
1/12/2012,P00054242,49
1/12/2012,P00054342,10
1/12/2012,P00054542,11
1/12/2012,P00054742,1
1/12/2012,P00054842,1
1/12/2012,P00054942,35
1/12/2012,P00055042,2
1/12/2012,P00055242,5
1/12/2012,P00055442,2
1/12/2012,P00055542,3
1/12/2012,P00055642,6
1/12/2012,P00055742,3
1/12/2012,P00056142,9
1/12/2012,P00056242,12
1/12/2012,P00056442,2
1/12/2012,P00056742,7
1/12/2012,P00056842,10
1/12/2012,P00057042,3
1/12/2012,P00057242,29
1/12/2012,P00057342,50
1/12/2012,P00057442,76
1/12/2012,P00057542,117
1/12/2012,P00057642,204
1/12/2012,P00057742,129
1/12/2012,P00057942,114
1/12/2012,P00058042,187
1/12/2012,P00058142,53
1/12/2012,P00058242,92
1/12/2012,P00058342,31
1/12/2012,P00058442,63
1/12/2012,P00058642,20
1/12/2012,P00058742,2
1/12/2012,P00058942,2
1/12/2012,P00059042,5
1/12/2012,P00059142,17
1/12/2012,P00059242,10
1/12/2012,P00059442,205
1/12/2012,P00059542,2
1/12/2012,P00059642,47
1/12/2012,P00059742,14
1/12/2012,P00059842,7
1/12/2012,P00059942,8
1/12/2012,P00060142,4
1/12/2012,P00060242,26
1/12/2012,P00060542,2
1/12/2012,P00060642,6
1/12/2012,P00060942,2
1/12/2012,P00061042,12
1/12/2012,P00061142,41
1/12/2012,P00061242,1
1/12/2012,P00061342,9
1/12/2012,P00061442,1
1/12/2012,P00061742,2
1/12/2012,P00061842,9
1/12/2012,P00061942,4
1/12/2012,P00062042,4
1/12/2012,P00062142,4
1/12/2012,P00062642,5
1/12/2012,P00062742,44
1/12/2012,P00062842,130
1/12/2012,P00062942,1
1/12/2012,P00063042,12
1/12/2012,P00063242,1
1/12/2012,P00063342,44
1/12/2012,P00063542,4
1/12/2012,P00063842,2
1/12/2012,P00064042,43
1/12/2012,P00064142,9
1/12/2012,P00064242,28
1/12/2012,P00064342,1
1/12/2012,P00064442,4
1/12/2012,P00064642,5
1/12/2012,P00064742,1
1/12/2012,P00064842,1
1/12/2012,P00064942,3
1/12/2012,P00065042,39
1/12/2012,P00065242,47
1/12/2012,P00065342,24
1/12/2012,P00065442,22
1/12/2012,P00065642,4
1/12/2012,P00065742,1
1/12/2012,P00065942,1
1/12/2012,P00066042,1
1/12/2012,P00066242,17
1/12/2012,P00066442,9
1/12/2012,P00066542,4
1/12/2012,P00066642,8
1/12/2012,P00066742,8
1/12/2012,P00066942,6
1/12/2012,P00067142,12
1/12/2012,P00067342,1
1/12/2012,P00067542,2
1/12/2012,P00067642,2
1/12/2012,P00067842,24
1/12/2012,P00067942,60
1/12/2012,P00068042,10
1/12/2012,P00068142,4
1/12/2012,P00068242,5
1/12/2012,P00068442,15
1/12/2012,P00068542,5
1/12/2012,P00068642,3
1/12/2012,P00068842,2
1/12/2012,P00068942,17
1/12/2012,P00069042,29
1/12/2012,P00069142,2
1/12/2012,P00069242,28
1/12/2012,P00069342,6
1/12/2012,P00069542,16
1/12/2012,P00069842,2
1/12/2012,P00070042,96
1/12/2012,P00070242,10
1/12/2012,P00070342,78
1/12/2012,P00070442,27
1/12/2012,P00070542,25
1/12/2012,P00070642,13
1/12/2012,P00070742,6
1/12/2012,P00070942,50
1/12/2012,P00071042,3
1/12/2012,P00071142,4
1/12/2012,P00071242,33
1/12/2012,P00071342,1
1/12/2012,P00071442,110
1/12/2012,P00071642,1
1/12/2012,P00071742,1
1/12/2012,P00072142,1
1/12/2012,P00072242,6
1/12/2012,P00072342,1
1/12/2012,P00072442,7
1/12/2012,P00072542,21
1/12/2012,P00072742,4
1/12/2012,P00072842,10
1/12/2012,P00072942,14
1/12/2012,P00073042,3
1/12/2012,P00073242,2
1/12/2012,P00073542,1
1/12/2012,P00073642,63
1/12/2012,P00073742,3
1/12/2012,P00073842,132
1/12/2012,P00073942,6
1/12/2012,P00074042,11
1/12/2012,P00074142,29
1/12/2012,P00074242,25
1/12/2012,P00074342,47
1/12/2012,P00074442,30
1/12/2012,P00074642,82
1/12/2012,P00074842,1
1/12/2012,P00075342,9
1/12/2012,P00075442,23
1/12/2012,P00075542,47
1/12/2012,P00075642,5
1/12/2012,P00075742,41
1/12/2012,P00075842,5
1/12/2012,P00075942,18
1/12/2012,P00076042,26
1/12/2012,P00076142,1
1/12/2012,P00076242,1
1/12/2012,P00076342,3
1/12/2012,P00076442,8
1/12/2012,P00076542,13
1/12/2012,P00076642,1
1/12/2012,P00076742,2
1/12/2012,P00076942,3
1/12/2012,P00077042,18
1/12/2012,P00077742,6
1/12/2012,P00077842,11
1/12/2012,P00077942,22
1/12/2012,P00078042,2
1/12/2012,P00078142,47
1/12/2012,P00078242,5
1/12/2012,P00078442,11
1/12/2012,P00078542,18
1/12/2012,P00078642,20
1/12/2012,P00078742,38
1/12/2012,P00078842,10
1/12/2012,P00078942,2
1/12/2012,P00079042,2
1/12/2012,P00079142,12
1/12/2012,P00079442,1
1/12/2012,P00079642,14
1/12/2012,P00079742,36
1/12/2012,P00079842,4
1/12/2012,P00079942,5
1/12/2012,P00080042,38
1/12/2012,P00080142,1
1/12/2012,P00080342,169
1/12/2012,P00080642,20
1/12/2012,P00080742,2
1/12/2012,P00080842,1
1/12/2012,P00080942,1
1/12/2012,P00081142,55
1/12/2012,P00081442,4
1/12/2012,P00081542,4
1/12/2012,P00081842,2
1/12/2012,P00081942,2
1/12/2012,P00082042,1
1/12/2012,P00082242,17
1/12/2012,P00082342,23
1/12/2012,P00082442,2
1/12/2012,P00082542,4
1/12/2012,P00082742,4
1/12/2012,P00082842,10
1/12/2012,P00082942,1
1/12/2012,P00083042,4
1/12/2012,P00083242,14
1/12/2012,P00083342,14
1/12/2012,P00083442,4
1/12/2012,P00083542,1
1/12/2012,P00083642,2
1/12/2012,P00083742,5
1/12/2012,P00083842,28
1/12/2012,P00083942,83
1/12/2012,P00084042,25
1/12/2012,P00084142,16
1/12/2012,P00084242,52
1/12/2012,P00084342,71
1/12/2012,P00084442,83
1/12/2012,P00084542,20
1/12/2012,P00084642,14
1/12/2012,P00084742,12
1/12/2012,P00084842,106
1/12/2012,P00084942,28
1/12/2012,P00085042,65
1/12/2012,P00085142,28
1/12/2012,P00085242,97
1/12/2012,P00085342,80
1/12/2012,P00085442,48
1/12/2012,P00085542,27
1/12/2012,P00085642,35
1/12/2012,P00085742,5
1/12/2012,P00085842,13
1/12/2012,P00085942,127
1/12/2012,P00086042,84
1/12/2012,P00086142,13
1/12/2012,P00086242,34
1/12/2012,P00086342,78
1/12/2012,P00086442,130
1/12/2012,P00086642,33
1/12/2012,P00086742,6
1/12/2012,P00086842,33
1/12/2012,P00086942,10
1/12/2012,P00087042,33
1/12/2012,P00087142,9
1/12/2012,P00087242,17
1/12/2012,P00087342,30
1/12/2012,P00087442,27
1/12/2012,P00087542,2
1/12/2012,P00087642,7
1/12/2012,P00087742,3
1/12/2012,P00087842,14
1/12/2012,P00088042,16
1/12/2012,P00088142,9
1/12/2012,P00088242,30
1/12/2012,P00088342,13
1/12/2012,P00088442,11
1/12/2012,P00088542,17
1/12/2012,P00088642,9
1/12/2012,P00088742,14
1/12/2012,P00088842,12
1/12/2012,P00088942,26
1/12/2012,P00089042,20
1/12/2012,P00089142,31
1/12/2012,P00089242,24
1/12/2012,P00089342,59
1/12/2012,P00089442,21
1/12/2012,P00089542,21
1/12/2012,P00089642,3
1/12/2012,P00089742,4
1/12/2012,P00089842,1
1/12/2012,P00089942,8
1/12/2012,P00090042,2
1/12/2012,P00090142,3
1/12/2012,P00090242,1
1/12/2012,P00090342,6
1/12/2012,P00090442,2
1/12/2012,P00090542,14
1/12/2012,P00090642,1
1/12/2012,P00090842,52
1/12/2012,P00090942,62
1/12/2012,P00091042,3
1/12/2012,P00091142,21
1/12/2012,P00091242,1
1/12/2012,P00091342,3
1/12/2012,P00091642,2
1/12/2012,P00091742,1
1/12/2012,P00091842,7
1/12/2012,P00092042,1
1/12/2012,P00092142,4
1/12/2012,P00092242,2
1/12/2012,P00092342,1
1/12/2012,P00092442,23
1/12/2012,P00092542,3
1/12/2012,P00092642,3
1/12/2012,P00092842,2
1/12/2012,P00092942,13
1/12/2012,P00093242,37
1/12/2012,P00093342,34
1/12/2012,P00093442,3
1/12/2012,P00093542,6
1/12/2012,P00093642,27
1/12/2012,P0009842,9
1/12/2012,P0009942,11
1/12/2012,P00100042,1
1/12/2012,P00100142,11
1/12/2012,P00100342,2
1/12/2012,P00100442,112
1/12/2012,P00100542,3
1/12/2012,P00100642,83
1/12/2012,P00100742,22
1/12/2012,P00100842,105
1/12/2012,P00100942,62
1/12/2012,P00101042,31
1/12/2012,P00101142,10
1/12/2012,P00101242,5
1/12/2012,P00101342,62
1/12/2012,P00101442,9
1/12/2012,P00101542,29
1/12/2012,P00101742,58
1/12/2012,P00101842,91
1/12/2012,P00101942,89
1/12/2012,P00102042,29
1/12/2012,P00102142,57
1/12/2012,P00102242,56
1/12/2012,P00102342,99
1/12/2012,P00102442,33
1/12/2012,P00102542,29
1/12/2012,P00102642,176
1/12/2012,P00102842,16
1/12/2012,P00102942,37
1/12/2012,P00103042,77
1/12/2012,P00103142,1
1/12/2012,P00103242,34
1/12/2012,P00103342,39
1/12/2012,P00103442,6
1/12/2012,P00103542,2
1/12/2012,P00103642,3
1/12/2012,P00103742,1
1/12/2012,P00103842,2
1/12/2012,P00103942,4
1/12/2012,P00104242,1
1/12/2012,P00104442,3
1/12/2012,P00104542,33
1/12/2012,P00104642,3
1/12/2012,P00104742,2
1/12/2012,P00104842,28
1/12/2012,P00104942,35
1/12/2012,P00105042,26
1/12/2012,P00105142,128
1/12/2012,P00105242,18
1/12/2012,P00105342,77
1/12/2012,P00105442,21
1/12/2012,P00105542,17
1/12/2012,P00105642,21
1/12/2012,P00105842,1
1/12/2012,P00105942,26
1/12/2012,P00106042,143
1/12/2012,P00106642,20
1/12/2012,P00106742,69
1/12/2012,P00106942,7
1/12/2012,P00107042,1
1/12/2012,P00107342,1
1/12/2012,P00107542,5
1/12/2012,P00107642,3
1/12/2012,P00107742,2
1/12/2012,P00108042,10
1/12/2012,P00108142,1
1/12/2012,P00108242,4
1/12/2012,P00108342,2
1/12/2012,P00108442,21
1/12/2012,P00108542,57
1/12/2012,P00108642,11
1/12/2012,P00108842,33
1/12/2012,P00108942,13
1/12/2012,P00109042,10
1/12/2012,P00109142,20
1/12/2012,P00109242,65
1/12/2012,P00109342,4
1/12/2012,P00109542,84
1/12/2012,P00109642,9
1/12/2012,P00109742,37
1/12/2012,P00109842,46
1/12/2012,P00109942,16
1/12/2012,P00110042,56
1/12/2012,P00110142,19
1/12/2012,P00110242,10
1/12/2012,P00110342,20
1/12/2012,P00110442,11
1/12/2012,P00110542,144
1/12/2012,P00110642,14
1/12/2012,P00110742,219
1/12/2012,P00110842,164
1/12/2012,P00110942,175
1/12/2012,P00111042,71
1/12/2012,P00111142,140
1/12/2012,P00111242,57
1/12/2012,P00111342,3
1/12/2012,P00111442,46
1/12/2012,P00111542,70
1/12/2012,P00111642,18
1/12/2012,P00111742,106
1/12/2012,P00111842,69
1/12/2012,P00111942,98
1/12/2012,P00112042,7
1/12/2012,P00112142,218
1/12/2012,P00112242,17
1/12/2012,P00112342,44
1/12/2012,P00112442,138
1/12/2012,P00112542,148
1/12/2012,P00112642,60
1/12/2012,P00112742,11
1/12/2012,P00112842,33
1/12/2012,P00112942,21
1/12/2012,P00113042,109
1/12/2012,P00113142,103
1/12/2012,P00113242,153
1/12/2012,P00113342,90
1/12/2012,P00113442,38
1/12/2012,P00113542,24
1/12/2012,P00113642,114
1/12/2012,P00113742,26
1/12/2012,P00113842,19
1/12/2012,P00113942,59
1/12/2012,P00114042,97
1/12/2012,P00114142,63
1/12/2012,P00114242,6
1/12/2012,P00114342,77
1/12/2012,P00114442,82
1/12/2012,P00114542,58
1/12/2012,P00114642,3
1/12/2012,P00114742,33
1/12/2012,P00114842,25
1/12/2012,P00114942,177
1/12/2012,P00115042,5
1/12/2012,P00115142,73
1/12/2012,P00115242,25
1/12/2012,P00115342,44
1/12/2012,P00115442,17
1/12/2012,P00115542,69
1/12/2012,P00115642,108
1/12/2012,P00115742,58
1/12/2012,P00115842,53
1/12/2012,P00115942,71
1/12/2012,P00116042,31
1/12/2012,P00116142,85
1/12/2012,P00116242,30
1/12/2012,P00116342,47
1/12/2012,P00116442,7
1/12/2012,P00116542,46
1/12/2012,P00116642,34
1/12/2012,P00116742,82
1/12/2012,P00116842,128
1/12/2012,P00116942,13
1/12/2012,P00117042,37
1/12/2012,P00117142,60
1/12/2012,P00117242,50
1/12/2012,P00117342,19
1/12/2012,P00117442,148
1/12/2012,P00117542,81
1/12/2012,P00117642,57
1/12/2012,P00117742,24
1/12/2012,P00117842,48
1/12/2012,P00117942,187
1/12/2012,P00118042,44
1/12/2012,P00118142,47
1/12/2012,P00118242,6
1/12/2012,P00118342,32
1/12/2012,P00118442,56
1/12/2012,P00118542,85
1/12/2012,P00118642,27
1/12/2012,P00118742,71
1/12/2012,P00118842,14
1/12/2012,P00118942,19
1/12/2012,P00119042,9
1/12/2012,P00119142,81
1/12/2012,P00119242,31
1/12/2012,P00119342,51
1/12/2012,P00119442,72
1/12/2012,P00119542,20
1/12/2012,P00119642,51
1/12/2012,P00119742,96
1/12/2012,P00119842,15
1/12/2012,P00119942,15
1/12/2012,P00120042,123
1/12/2012,P00120142,42
1/12/2012,P00120242,56
1/12/2012,P00120342,97
1/12/2012,P00120442,22
1/12/2012,P00120542,48
1/12/2012,P00120642,28
1/12/2012,P00120742,25
1/12/2012,P00120842,53
1/12/2012,P00120942,32
1/12/2012,P00121042,29
1/12/2012,P00121142,42
1/12/2012,P00121242,21
1/12/2012,P00121342,104
1/12/2012,P00121442,9
1/12/2012,P00121542,12
1/12/2012,P00121642,107
1/12/2012,P00121742,4
1/12/2012,P00121842,1
1/12/2012,P00121942,2
